ecole_id,region,ief_id,ia_id,remoteness,g_ia,reform,ief_effect,remoteness_s,milieu,mu_enrol,enrol,part_filles,eleves_filles,eleves_garcons,log_ptr,ptr,n_teachers,quality,att_school,ptr_z,ability_school
E00001,Tambacounda,IEF050,IA13,0.75,-0.5950300302811243,1,-0.9304449072754517,0.6963572190277065,rural,180,156,0.398508412727949,62,94,3.5564614372855123,35.03898985401566,4,-1.2021354104445439,0.6124048577039355,-0.8846837197533387,-0.9675577636762918
E00002,Thiès,IEF014,IA04,0.15,1.0504362281327961,0,0.597248963746674,0.12508199390882094,rural,180,154,0.47443883427266964,73,81,3.5207200585166025,33.80876398974337,5,1.5311457921842457,0.8941994149881772,-1.0138576769258087,1.3313418292665813
E00003,Tambacounda,IEF050,IA13,0.75,-0.5950300302811243,1,-0.9304449072754517,0.7281161522771219,rural,180,126,0.3677995195081266,46,80,3.7756380072666156,43.62533271797684,3,-1.0985267483704382,0.659812478955926,0.016883965976910446,-1.329537938542774
E00004,Thiès,IEF016,IA04,0.15,1.0504362281327961,0,0.01909654917514469,0.1682371952975482,urbain,320,364,0.4921416564377472,179,185,3.764300574134243,43.133526602826485,8,0.7497997592162844,0.8882146838114701,-0.034755772627650075,0.522346682988792
E00005,Louga,IEF035,IA08,0.45,-0.5589055756131087,0,0.9958108211774965,0.5480422733518786,rural,180,221,0.43546654382680805,96,125,3.9455052128419767,51.702452257793034,4,-0.6592261478117991,0.6504368924269266,0.8649831027401482,-0.5516561641628568
E00006,Diourbel,IEF024,IA05,0.3,-1.961883486465059,0,-2.89232139833262,0.2648472727643928,urbain,320,118,0.42926203347569103,51,67,4.119505670203821,61.52881921687595,2,-1.8520265420766482,0.6840118973697121,1.896753561804899,-2.7820163090712935
E00007,Fatick,IEF036,IA09,0.4,1.508379536169013,1,1.1669515787289226,0.44382434594944503,urbain,320,210,0.4727498626330506,99,111,3.572705441659858,35.6128113199893,6,0.6629387441547151,0.897212035160489,-0.8244323532173505,0.831908233896268
E00008,Sédhiou,IEF053,IA15,0.7,-0.5128143979953421,1,-1.6637734035387284,0.7212322584184129,rural,180,212,0.3829727797928281,81,131,3.875121846079661,48.18856952167903,4,-0.4876972623368847,0.6432132713488947,0.4960247258713878,-1.0872204787292026
E00009,Dakar,IEF002,IA01,0.05,1.1358119908378483,0,-0.5868971362215678,0.12873265500451075,urbain,320,349,0.5151895195221129,180,169,3.5826751397865135,35.96963606022211,10,0.9307609654481664,0.9014365403993407,-0.7869656854683551,0.4481889173717078
E00010,Sédhiou,IEF053,IA15,0.7,-0.5128143979953421,1,-1.6637734035387284,0.63696228278265,urbain,320,241,0.4194309590814176,101,140,3.647409437697407,38.3751240201434,6,-0.8715921252836278,0.6867879770820485,-0.5343889776151447,-0.6786943825960161
E00011,Dakar,IEF007,IA02,0.05,-0.6770804424361538,1,0.35653495020654297,0.12199718220164385,urbain,320,188,0.44264309864057566,83,105,3.6681858042905486,39.18075977707804,5,-1.0283258637941048,0.8193662373743719,-0.4497970650361946,-0.16260941357396985
E00012,Dakar,IEF010,IA03,0.05,0.46256507759004684,0,0.028674535806565937,0.02904957294976578,urbain,320,208,0.5153448631316365,107,101,3.5100605631592483,33.450293578056915,6,0.037456655866025534,0.9014120744372873,-1.0514971405003894,0.35583824093162475
E00013,Dakar,IEF012,IA03,0.05,0.46256507759004684,0,-0.8514222791158281,0,urbain,320,404,0.49445410041113136,200,204,3.6347903707673233,37.893908393531476,11,1.0726915120759288,0.850353173614939,-0.5849167128448555,0.2729923012633895
E00014,Thiès,IEF013,IA04,0.15,1.0504362281327961,0,-1.1304494696840526,0.16796551754819505,urbain,320,260,0.46521790569022914,121,139,3.8531892669508996,47.14317590251718,6,1.3631881750570536,0.8320235795908721,0.38625819070764833,0.34365723442559265
E00015,Kaolack,IEF031,IA07,0.3,0.7594385270695994,0,0.014753903421311736,0.316095802569853,rural,180,140,0.47542495878673363,67,73,3.6141021484637594,37.1180045026975,4,0.9600474958804773,0.8172693422508245,-0.6663867736485495,0.8903704009694673
E00016,Fatick,IEF036,IA09,0.4,1.508379536169013,1,1.1669515787289226,0.41241192994376,urbain,320,365,0.47104328699467324,172,193,3.273397976832017,26.40089673557479,14,1.2709916276429107,0.8953747009610666,-1.7916851923596087,2.0254977577197675
E00017,Saint-Louis,IEF027,IA06,0.35,-0.09886818526410894,0,0.949372149400778,0.3793511656162918,urbain,320,287,0.43943347863840343,126,161,3.9947919103975593,54.314537157342926,5,-0.5184133678982329,0.7970682000225544,1.139252529797676,-0.3347448680404336
E00018,Diourbel,IEF023,IA05,0.3,-1.961883486465059,0,0.1117959092790192,0.30740901875118337,urbain,320,301,0.3906455172526916,118,183,4.156764717115411,63.86456805823986,5,-1.1157688966418102,0.5335644363041027,2.1420076485237325,-1.8649026659835266
E00019,Kaffrine,IEF041,IA10,0.55,-1.7249192939776967,1,0.31771647692565824,0.5561412791932412,rural,180,76,0.3850467707731398,29,47,3.6952221991442973,40.25451611334749,2,-1.7318371768797873,0.5486495852709977,-0.3370524390101566,-1.0548106389050111
E00020,Dakar,IEF001,IA01,0.05,1.1358119908378483,0,-0.3499273505312711,0.05078182286787911,rural,180,116,0.511741808237205,59,57,3.668077585106869,39.176519896661354,3,1.6627885361734929,0.853352578879754,-0.4502422533119955,0.7907481364763552
E00021,Saint-Louis,IEF025,IA06,0.35,-0.09886818526410894,0,0.09534935373040888,0.3704809329598376,urbain,320,363,0.4088802875291893,148,215,3.8166202668373677,45.450338431680855,8,-0.07071091002678567,0.7687296773187328,0.2085099240614152,0.4089323614536947
E00022,Kolda,IEF045,IA12,0.7,0.8036427494500231,0,-1.432219330403182,0.7517125861675076,urbain,320,298,0.41995867605203396,125,173,3.89554990070186,49.183091744459915,6,0.26060080669868824,0.7909782185951183,0.6004497544319433,-0.1883020565833517
E00023,Ziguinchor,IEF043,IA11,0.55,0.5436260064330518,1,0.03781619554363153,0.5262532308890256,rural,180,136,0.43676873099279157,59,77,3.5908885519094302,36.26628609191015,4,-0.28755825777045924,0.825399054517547,-0.7558173739254578,0.404525865088487
E00024,Matam,IEF051,IA14,0.65,0.361886464303974,0,0.10403354045954573,0.6736297275301604,rural,180,112,0.41120287549303014,46,66,4.014501038799961,55.395648226517345,2,-0.35524972576281744,0.6256376119385019,1.2527694042220543,-1.0100922575897784
E00025,Fatick,IEF036,IA09,0.4,1.508379536169013,1,1.1669515787289226,0.4392112577863927,urbain,320,495,0.45980610868770116,228,267,3.287907994192016,26.786766927027692,18,2.028346225417733,0.876404882081804,-1.7511687465325214,1.8100364545488696
E00026,Dakar,IEF011,IA03,0.05,0.46256507759004684,0,0.1990233856571336,0.015008245602529433,urbain,320,292,0.5001493757500336,146,146,3.716937063803498,41.138197267365726,7,0.9556201292781618,0.8247668081257217,-0.24426574442152352,0.7557902585935928
E00027,Louga,IEF034,IA08,0.45,-0.5589055756131087,0,-2.3207746068026323,0.4425085537686979,urbain,320,226,0.3978314931143281,90,136,3.977071696910343,53.36054936019463,4,-0.8348990928318741,0.8078515478381153,1.0390836238831622,-1.7147518607302448
E00028,Tambacounda,IEF048,IA13,0.75,-0.5950300302811243,1,-1.2870708589133515,0.7212318860351549,rural,180,101,0.3645889051500258,37,64,3.950917439224633,51.983036241059374,2,-0.9954081287656075,0.6027686811269246,0.8944444760459082,-1.3853193052333777
E00029,Ziguinchor,IEF044,IA11,0.55,0.5436260064330518,1,-0.6339810327435095,0.5183702561154039,rural,180,174,0.4449426474703173,77,97,3.57688622305604,35.76201237018625,5,0.09896627568766962,0.7790361488954836,-0.8087662136669285,-0.07503045677987077
E00030,Dakar,IEF001,IA01,0.05,1.1358119908378483,0,-0.3499273505312711,0.10455468380921451,urbain,320,154,0.4410420302859964,68,86,3.7257684049528352,41.5031116918739,4,1.074643877723708,0.8987204508061604,-0.20594965823606678,0.954887190023981
E00031,Diourbel,IEF022,IA05,0.3,-1.961883486465059,0,-0.4134188533806319,0.3308487735707893,rural,180,97,0.3707998606160674,36,61,3.9998786502146424,54.59152496134045,2,-2.0300138203712987,0.5211254776690903,1.1683363035744834,-1.7250243842945148
E00032,Kaffrine,IEF041,IA10,0.55,-1.7249192939776967,1,0.31771647692565824,0.6559431586456368,rural,180,188,0.37055358442959924,70,118,3.9751171899114373,53.25635764788869,4,-1.4247903008751976,0.42799335564685026,1.028143473644088,-2.067256119015119
E00033,Diourbel,IEF024,IA05,0.3,-1.961883486465059,0,-2.89232139833262,0.2890467210435367,urbain,320,164,0.39425308577378054,65,99,3.9530914506964914,52.09617089164431,3,-1.5616491179765937,0.6547945440248544,0.9063236365592712,-1.9560867266993438
E00034,Tambacounda,IEF050,IA13,0.75,-0.5950300302811243,1,-0.9304449072754517,0.7593057549797028,rural,180,178,0.38704321283956666,69,109,3.851993631831681,47.08684354895756,4,-1.0233080693154437,0.6079503696562734,0.3803432825290279,-1.4318510657889107
E00035,Kaffrine,IEF039,IA10,0.55,-1.7249192939776967,1,-1.332630847294145,0.5287817322319982,urbain,320,264,0.3511484704991145,93,171,3.710937270736208,40.89211555447145,6,-0.5227203494053823,0.6277505734898884,-0.27010437256736886,-0.7296930599158475
E00036,Dakar,IEF012,IA03,0.05,0.46256507759004684,0,-0.8514222791158281,0.07264352900532417,rural,180,181,0.47715137802378826,86,95,3.5163228236289545,33.66042529228623,5,1.1558872370282849,0.8510184328840854,-1.02943326926932,0.30807836505100733
E00037,Thiès,IEF019,IA04,0.15,1.0504362281327961,0,0.4061865653228522,0.14440942650024208,urbain,320,362,0.4734327711755572,171,191,3.4839776236105138,32.58909175415853,11,1.2075110171988646,0.8932800715539241,-1.1419235010150148,0.49360459285890756
E00038,Diourbel,IEF021,IA05,0.3,-1.961883486465059,0,0.10955641117140437,0.30409193824263003,urbain,320,120,0.3999292656068786,48,72,3.996646402970259,54.41535651857479,2,-1.2432627528811409,0.5912357474772749,1.1498385825121702,-1.3741793970623466
E00039,Tambacounda,IEF049,IA13,0.75,-0.5950300302811243,1,0.10831608168981055,0.8430745880329712,rural,180,140,0.3826421747896024,54,86,3.8961264754207114,49.21145764850046,3,-1.2739336828905616,0.5980082991614699,0.6034281799228263,-1.514002799519052
E00040,Dakar,IEF005,IA02,0.05,-0.6770804424361538,1,0.5635836405531154,0.004867431507513627,urbain,320,214,0.47864673936033403,102,112,3.3558838070558576,28.670932568860632,7,-0.7832919818892718,0.7965013603474164,-1.5533309843847258,-0.031207615182831383
E00041,Kaffrine,IEF041,IA10,0.55,-1.7249192939776967,1,0.31771647692565824,0.6281278542102423,urbain,320,350,0.36074015543235155,126,224,3.988071148837789,53.9507260172452,6,-2.0908887644117353,0.49135160789745586,1.1010522886918288,-2.0443145879318165
E00042,Tambacounda,IEF050,IA13,0.75,-0.5950300302811243,1,-0.9304449072754517,0.7678042717167353,urbain,320,121,0.39262185581810155,48,73,3.946735229088911,51.766086241470475,2,-0.07735472369882179,0.6615494713546164,0.8716646835140378,-1.2107537972515654
E00043,Tambacounda,IEF049,IA13,0.75,-0.5950300302811243,1,0.10831608168981055,0.8170646377021236,urbain,320,251,0.39673974373014054,100,151,3.6495118784690823,38.45589031893058,7,-0.4755577360224742,0.6343509057988178,-0.5259085003926268,-0.4108623036916329
E00044,Tambacounda,IEF048,IA13,0.75,-0.5950300302811243,1,-1.2870708589133515,0.7379074873186579,rural,180,242,0.38230106701469063,93,149,3.887909335238402,48.80873707415243,5,-0.4455220876124953,0.633932932787859,0.5611424405849715,-1.4281602795288648
E00045,Saint-Louis,IEF027,IA06,0.35,-0.09886818526410894,0,0.949372149400778,0.42139763298938077,rural,180,198,0.42011183720702405,83,115,3.9247972265959152,50.64280800305554,4,-0.15934681179537385,0.7743564668833504,0.7537202480443711,0.1992652470349413
E00046,Ziguinchor,IEF042,IA11,0.55,0.5436260064330518,1,0.09332094674687035,0.5565447118628205,rural,180,139,0.43129814467326094,60,79,3.624278145752714,37.49764555302844,4,0.02792050154546245,0.8247054628383733,-0.626524388861697,0.3054304528506413
E00047,Louga,IEF034,IA08,0.45,-0.5589055756131087,0,-2.3207746068026323,0.5111213404162975,rural,180,153,0.400811175938794,61,92,4.136344586259593,62.5736702291599,2,-0.45645593962842057,0.6223757921184186,2.006463123139976,-1.7723641243283106
E00048,Kaolack,IEF029,IA07,0.3,0.7594385270695994,0,-1.481619640758723,0.32202875418713156,rural,180,259,0.4637647873078863,120,139,3.6238652186989966,37.48216495712729,7,1.268764500847577,0.8260718169629107,-0.628149854469285,0.5241209992422431
E00049,Diourbel,IEF022,IA05,0.3,-1.961883486465059,0,-0.4134188533806319,0.4244948064891009,rural,180,321,0.3676097797065536,118,203,4.148981183906063,63.36940562834872,5,-1.9894969406983949,0.5604929862243752,2.090015496212734,-2.5785602735665654
E00050,Thiès,IEF019,IA04,0.15,1.0504362281327961,0,0.4061865653228522,0.19573619661463976,rural,180,320,0.49400735289474074,158,162,3.557037752970385,35.059189193489615,9,0.8334617213916237,0.9000232452894092,-0.8825627851445835,0.8902208377960033
E00051,Diourbel,IEF022,IA05,0.3,-1.961883486465059,0,-0.4134188533806319,0.31077288828621125,rural,180,295,0.41854765474467903,123,172,4.019074951380229,55.64960342051833,5,-1.2801169743288319,0.6351408055338449,1.2794347494292244,-1.3686797531828967
E00052,Fatick,IEF037,IA09,0.4,1.508379536169013,1,-0.8651748349735274,0.4712024542494866,urbain,320,325,0.48375266542421785,157,168,3.494924974830794,32.94781594480812,10,1.3438962435095008,0.8575129134438741,-1.1042573905995026,0.6771424582358203
E00053,Ziguinchor,IEF042,IA11,0.55,0.5436260064330518,1,0.09332094674687035,0.5654962725267618,rural,180,313,0.4715615226119292,148,165,3.6163721459787532,37.20235798555638,8,0.21156664719011536,0.7881997500068749,-0.657529641394541,0.5345685942669324
E00054,Thiès,IEF015,IA04,0.15,1.0504362281327961,0,-1.0960478553026407,0.10746515387185795,urbain,320,402,0.48280408660888063,194,208,3.535892105472291,34.32562313546777,12,0.660156009627344,0.8800598379060784,-0.9595873651944776,0.5013768434909187
E00055,Thiès,IEF015,IA04,0.15,1.0504362281327961,0,-1.0960478553026407,0.13232939941555774,urbain,320,328,0.4907776580617253,161,167,3.767449018688436,43.26954412922401,8,1.2689104163956861,0.89270271905316545,-0.020473905663349112,0.49896932894748974
E00056,Thiès,IEF016,IA04,0.15,1.0504362281327961,0,0.01909654917514469,0.0791250174382173,rural,180,194,0.4817159524849619,93,101,3.6461823427375855,38.32806297896421,5,0.9566247386070367,0.9006261261294095,-0.5393303961743852,1.0857752998326102
E00057,Dakar,IEF007,IA02,0.05,-0.6770804424361538,1,0.35653495020654297,0.09854364716696944,urbain,320,163,0.48129460606088226,78,85,3.5810180911720075,35.91008198025409,5,-0.2871446404675908,0.7325926703049446,-0.7932188755521004,0.1758216234841551
E00058,Fatick,IEF036,IA09,0.4,1.508379536169013,1,1.1669515787289226,0.3442162716715834,urbain,320,307,0.480153870833134,147,160,3.6154942951675806,37.16971419570626,8,0.9180011929112368,0.9043754790617542,-0.6609572457349364,1.0676830328209779
E00059,Fatick,IEF036,IA09,0.4,1.508379536169013,1,1.1669515787289226,0.49311920824176186,urbain,320,318,0.4579050507052612,146,172,3.5002413125948206,33.12344409859635,10,0.8840662472470592,0.872647373221816,-1.0858163999858477,1.1573142918907966
E00060,Kaffrine,IEF041,IA10,0.55,-1.7249192939776967,1,0.31771647692565824,0.5736183366082491,rural,180,200,0.37759047586315864,76,124,3.5627889933833914,35.26140395469594,6,-1.4869629422515698,0.5344809690913794,-0.8613301955345785,-1.6737395935619683
E00061,Tambacounda,IEF050,IA13,0.75,-0.5950300302811243,1,-0.9304449072754517,0.7389924708874627,rural,180,205,0.40789274560551103,84,121,3.7866112364894695,44.106679628832715,5,-1.3250979275696275,0.6564380977034234,0.06742548607799956,-1.607653483770653
E00062,Kaolack,IEF031,IA07,0.3,0.7594385270695994,0,0.014753903421311736,0.3451841445895034,urbain,320,217,0.4776321712198217,104,113,3.7800015643923826,43.81611028110951,5,0.6228668779981131,0.8326555183105121,0.03691564754470528,0.1821074476822874
E00063,Louga,IEF034,IA08,0.45,-0.5589055756131087,0,-2.3207746068026323,0.44029954171083646,rural,180,164,0.4028150445544476,66,98,3.70802297396787,40.77311727663109,4,-0.6532637290000587,0.7306443527973517,-0.28259921509325026,-1.2015894585129379
E00064,Louga,IEF033,IA08,0.45,-0.5589055756131087,0,-1.965905696172405,0.512254384321738,urbain,320,481,0.3849662940159169,185,296,4.1969911787824214,66.48598534649905,7,-0.6298577879439127,0.6540714471022726,2.4172569782271576,-1.5069108277769032
E00065,Tambacounda,IEF048,IA13,0.75,-0.5950300302811243,1,-1.2870708589133515,0.7995148411740067,rural,180,228,0.41253665526103567,94,134,3.9470269652530363,51.78119048402212,4,-0.4317634656380931,0.6126613295286346,0.8732506319460704,-1.5659886358058075
E00066,Fatick,IEF038,IA09,0.4,1.508379536169013,1,-1.390946513569097,0.401691438660283,rural,180,132,0.49928234011078504,66,66,3.500212419701257,33.12248708027713,4,0.6721389539605642,0.9231134660216792,-1.0859168870971743,0.3219647118147029
E00067,Kolda,IEF047,IA12,0.7,0.8036427494500231,0,0.8692594740041972,0.7238839243017409,rural,180,162,0.4687924531841465,76,86,3.886926093433127,48.760769868943584,3,0.8667476670067624,0.7310820072405162,0.5561058746247882,0.32383142802946674
E00068,Louga,IEF033,IA08,0.45,-0.5589055756131087,0,-1.965905696172405,0.42730394470438415,urbain,320,355,0.44211427193684755,157,198,3.9519977013700216,52.03922188946359,7,-1.0068003194128115,0.8107708321237325,0.9003439801544215,-1.4269005395890606
E00069,Matam,IEF051,IA14,0.65,0.361886464303974,0,0.10403354045954573,0.6807958393225815,rural,180,224,0.4194752097335346,94,130,4.11485431840079,61.24329159217328,4,-1.1069098001497728,0.6627991917753515,1.8667731051781662,-1.6793647487646342
E00070,Thiès,IEF015,IA04,0.15,1.0504362281327961,0,-1.0960478553026407,0.15511323003260366,urbain,320,456,0.5045217925762202,230,226,3.7782948796065225,43.741393769220245,10,0.8650456889602528,0.9040820021677074,0.02907039913369973,0.4394103535211977
E00071,Louga,IEF034,IA08,0.45,-0.5589055756131087,0,-2.3207746068026323,0.48452069301230694,urbain,320,224,0.39742337427494184,89,135,4.156717805749427,63.861572154385755,4,-0.2743471851765123,0.7305278786394835,2.1416930780311243,-1.573391071182698
E00072,Thiès,IEF019,IA04,0.15,1.0504362281327961,0,0.4061865653228522,0.14959355376191602,rural,180,161,0.45128249344891397,73,88,3.5547885638236276,34.980423058834624,5,1.4806209870493967,0.8070342613939987,-0.8908332447407028,1.0762971222357898
E00073,Diourbel,IEF020,IA05,0.3,-1.961883486465059,0,0.3932217475238377,0.3123026830577978,rural,180,127,0.36125350901347836,46,81,3.944719461868573,51.66184296209028,2,-1.6254772769268324,0.7285880410485737,0.8607191187220473,-0.7820279411683453
E00074,Thiès,IEF017,IA04,0.15,1.0504362281327961,0,0.4161989798572152,0.11393598086116885,urbain,320,328,0.4783182653521228,157,171,3.6891017673179487,40.008893516696965,8,0.20229197091294973,0.8964408952756843,-0.36284285986031,0.912644438220982
E00075,Kaolack,IEF029,IA07,0.3,0.7594385270695994,0,-1.481619640758723,0.31515973737303926,urbain,320,342,0.47412535879206164,162,180,3.8022642963178357,44.80251589962285,8,1.0615926674145422,0.8779713805887698,0.14048843106433692,0.25298965000419016
E00076,Fatick,IEF036,IA09,0.4,1.508379536169013,1,1.1669515787289226,0.4194156701519092,rural,180,143,0.4888353900825912,70,73,3.6203223756389766,37.349606484719644,4,0.7061735880375305,0.8120709775217121,-0.6420685200858317,0.9212814249767588
E00077,Thiès,IEF015,IA04,0.15,1.0504362281327961,0,-1.0960478553026407,0.12138655320238106,urbain,320,265,0.4996169152036988,132,133,3.58674771975209,36.11642397929506,7,0.661436096477284,0.8785490107961456,-0.7715529251595145,0.6753483640728646
E00078,Dakar,IEF012,IA03,0.05,0.46256507759004684,0,-0.8514222791158281,0.1097232270595343,urbain,320,284,0.4515404969579187,128,156,3.7814256715684302,43.87855357060233,6,0.8871461500196145,0.8503164465557577,0.043472205195543505,0.4992014280366484
E00079,Kaolack,IEF029,IA07,0.3,0.7594385270695994,0,-1.481619640758723,0.29944358820480904,rural,180,175,0.4541336331393817,79,96,3.7499167283619586,42.51754134733336,4,0.8262588217193192,0.8121333206494094,-0.09943434533755545,0.20211311107219876
E00080,Fatick,IEF037,IA09,0.4,1.508379536169013,1,-0.8651748349735274,0.40189347121446206,rural,180,187,0.48151481330362383,90,97,3.280715583407397,26.59479668766996,7,0.6628320038650438,0.9093339938357994,-1.771325659338003,0.9436764962049613
